Регион;Код;2017;2018;2019;2020;2021;2022;2023
Ненецкий автономный округ (Архангельская область);111;1142.0;1209.0;1073.0;890.0;882.0;871.0;817.0
Архангельская область (кроме Ненецкого автономного округа);110;21344.0;21660.0;19660.0;15597.0;16680.0;16073.0;16236.0
Вологодская область;190;16017.0;14952.0;13216.0;10903.0;10874.0;9432.0;8511.0
Вологда;194;3206.0;2690.0;;;;;
Череповец;194;3004.0;2973.0;;;;;
Калининградская область;270;14515.0;15417.0;16220.0;14168.0;15301.0;15038.0;14048.0
Ленинградская область;410;31540.0;32967.0;32061.0;29254.0;30259.0;29389.0;28837.0
Мурманская область;470;19934.0;19883.0;18515.0;15157.0;14658.0;13980.0;13089.0
Новгородская область;490;10650.0;10541.0;10034.0;9573.0;9328.0;8630.0;7642.0
Псковская область;580;13105.0;13085.0;13037.0;10893.0;10786.0;9964.0;9515.0
Город Санкт-Петербург город федерального значения;400;85307.0;89639.0;84203.0;75440.0;76887.0;72069.0;68132.0
Южный федеральный округ (с 29.07.2016);40;188347.0;192550.0;182827.0;165816.0;171120.0;167057.0;164677.0
Республика Адыгея (Адыгея);790;6535.0;6176.0;5642.0;5334.0;5825.0;5747.0;5799.0
Республика Калмыкия;850;7209.0;7317.0;6854.0;5350.0;5704.0;6053.0;5359.0
Республика Крым;350;15253.0;16426.0;16847.0;19271.0;18767.0;18697.0;16633.0
Краснодарский край;300;65773.0;65179.0;62051.0;54229.0;56877.0;53661.0;54295.0
Краснодар;340;11419.0;11462.0;;;;;
Армавир;340;1546.0;1544.0;;;;;
Новороссийск;342;2971.0;2779.0;;;;;
Сочи;342;5844.0;6483.0;;;;;
Астраханская область;120;10918.0;10714.0;10031.0;9120.0;9921.0;9399.0;9030.0
Волгоградская область;180;29544.0;31463.0;28285.0;23920.0;24461.0;24194.0;23360.0
Ростовская область;600;47598.0;48873.0;46655.0;41434.0;41575.0;41231.0;41424.0
Город федерального значения Севастополь;670;5517.0;6402.0;6462.0;7158.0;7990.0;8075.0;8777.0
Северо-Кавказский федеральный округ;38;92858.0;95127.0;90762.0;73685.0;74623.0;73151.0;70035.0
Республика Дагестан;820;27095.0;26781.0;25359.0;20253.0;20029.0;19579.0;18315.0
Республика Ингушетия;260;2847.0;3047.0;2812.0;2538.0;2604.0;2892.0;2398.0
Кабардино-Балкарская Республика;830;6422.0;6349.0;5731.0;4285.0;4300.0;4485.0;4120.0
Карачаево-Черкесская Республика;910;4988.0;5366.0;5499.0;4914.0;5409.0;5048.0;5032.0
Республика Северная Осетия-Алания;900;7660.0;7713.0;6772.0;5024.0;4713.0;4857.0;4379.0
Чеченская Республика;960;9101.0;9560.0;8481.0;6623.0;7519.0;8653.0;7510.0
Ставропольский край;700;34745.0;36311.0;36108.0;30048.0;30049.0;27637.0;28281.0
Приволжский федеральный округ;33;371412.0;381415.0;356699.0;305668.0;323164.0;301449.0;290639.0
Республика Башкортостан;800;62939.0;64766.0;62914.0;53978.0;60158.0;57686.0;58319.0
Республика Марий Эл;880;8852.0;8682.0;9496.0;8363.0;8336.0;7852.0;7414.0
Республика Мордовия;890;10222.0;10396.0;9843.0;7874.0;8235.0;8064.0;7594.0
Республика Татарстан (Татарстан);920;39410.0;40215.0;38027.0;34830.0;38384.0;33209.0;33499.0
Удмуртская Республика;940;20386.0;20751.0;17584.0;15799.0;17104.0;16730.0;15793.0
Чувашская Республика - Чувашия;970;19644.0;21063.0;17941.0;15399.0;15684.0;14149.0;13543.0
Пермский край;570;37062.0;38866.0;33837.0;29575.0;31931.0;28813.0;27594.0
Кировская область;330;23238.0;24210.0;22987.0;19465.0;20064.0;19272.0;18930.0
Нижегородская область;220;33002.0;33663.0;32264.0;28242.0;28201.0;26466.0;24580.0
Оренбургская область;530;26014.0;25575.0;25628.0;21017.0;22783.0;21054.0;19326.0
Пензенская область;560;15613.0;15685.0;14547.0;11073.0;10578.0;10100.0;9821.0
Самарская область;360;30416.0;32227.0;30298.0;25245.0;27090.0;25434.0;24105.0
Саратовская область;630;31051.0;31004.0;28901.0;23904.0;23228.0;22657.0;20946.0
Саратов;634;8227.0;;;;;;
Балаково;634;1733.0;;;;;;
Ульяновская область;730;13563.0;14312.0;12432.0;10904.0;11388.0;9963.0;9175.0
Уральский федеральный округ;34;183335.0;186016.0;171567.0;148750.0;153575.0;142492.0;133755.0
Курганская область;370;14569.0;15717.0;14196.0;13081.0;13271.0;12089.0;11214.0
Свердловская область;650;52797.0;53279.0;47554.0;41361.0;40771.0;37149.0;34225.0
Тюменская область;710;73318.0;73315.0;67887.0;57961.0;60995.0;57903.0;54527.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;36522.0;35136.0;32410.0;27265.0;;;
Ямало-Ненецкий автономный округ (Тюменская область);711;17334.0;16866.0;14858.0;12135.0;12646.0;12254.0;11049.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;19462.0;21313.0;20619.0;18561.0;18670.0;18267.0;17307.0
Челябинская область;750;42651.0;43705.0;41930.0;36347.0;38538.0;35351.0;33789.0
Сибирский федеральный округ;35;285401.0;;;;;;
Сибирский федеральный округ (с 03.11.2018);41;;258580.0;236551.0;203156.0;213659.0;202719.0;193316.0
Республика Алтай;840;5640.0;5529.0;5424.0;4450.0;4922.0;4846.0;4590.0
Республика Тыва;930;5471.0;5687.0;4972.0;4205.0;4944.0;5353.0;5268.0
Республика Хакасия;950;10001.0;9895.0;9109.0;8406.0;9507.0;8604.0;8617.0
Алтайский край;100;34963.0;37155.0;35773.0;28992.0;31416.0;28699.0;27473.0
Чита;764;4130.0;4471.0;;;;;
Красноярский край;400;53457.0;55152.0;51461.0;47072.0;51191.0;49773.0;48802.0
Иркутская область;250;31497.0;31856.0;26768.0;21962.0;21857.0;21880.0;20757.0
Кемеровская область - Кузбасс;320;35744.0;37162.0;33063.0;27882.0;28369.0;26783.0;25304.0
Новосибирская область;500;29158.0;31352.0;28856.0;26161.0;27489.0;25769.0;24563.0
Омская область;520;26266.0;26978.0;24849.0;20857.0;21413.0;19408.0;17795.0
Томская область;690;18044.0;17814.0;16276.0;13169.0;12551.0;11604.0;10147.0
Томск;694;9228.0;9000.0;;;;;
Дальневосточный федеральный округ;36;117216.0;;;;;;
Дальневосточный федеральный округ (с 03.11.2018);42;;153939.0;144100.0;124237.0;133148.0;127995.0;118847.0
Республика Бурятия;810;19239.0;19934.0;19564.0;16838.0;18873.0;17239.0;16854.0
Забайкальский край;760;15921.0;16581.0;15682.0;12951.0;13285.0;12351.0;11773.0
Республика Саха (Якутия);980;20901.0;20978.0;18859.0;16908.0;19500.0;18919.0;17812.0
Камчатский край;300;5632.0;5948.0;5562.0;5054.0;5154.0;5035.0;4731.0
Приморский край;500;33885.0;34369.0;32674.0;28200.0;30496.0;29452.0;26801.0
Хабаровский край;800;23132.0;22577.0;21725.0;17904.0;19845.0;19441.0;18384.0
Амурская область;100;14178.0;14283.0;12924.0;11234.0;10905.0;11495.0;9336.0
Магаданская область;440;4050.0;4210.0;3676.0;3107.0;3226.0;2902.0;2756.0
Сахалинская область;640;10121.0;10093.0;8236.0;7485.0;7161.0;6493.0;6227.0
Еврейская автономная область;990;2662.0;2292.0;2366.0;1909.0;2278.0;2244.0;1880.0
Чукотский автономный округ;770;2655.0;2674.0;2832.0;2647.0;2425.0;2424.0;2293.0
Энгельс;634;2134.0;;;;;;
Северск;695;1274.0;1326.0;;;;;
